,dteday,hr,holiday,weekday,workingday,season_t,weather,temperature,s_temp,humidity,winds,n_employee,exp_employee,occupancy
9384,2011-08-26,10,0,5,1,fall,Clear,30.34,34.85,66,6.0,2.0,19.29,123
9385,2011-03-18,15,0,5,1,spring,Cloudy,27.880000000000003,31.819999999999997,39,24.0,3.0,5.14,173
9386,2012-04-22,21,0,0,0,summer,LightRain,14.76,16.665,87,26.0,2.33,18.57,11
9387,2012-12-20,17,0,4,1,winter,Cloudy,13.940000000000001,16.665,66,13.0,3.0,19.14,475
9388,2012-05-30,19,0,3,1,summer,Clear,29.52,33.335,54,11.0,3.0,12.86,556
9389,2012-12-22,6,0,6,0,spring,Clear,10.66,11.365,44,28.0,2.33,16.29,13
9390,2011-01-15,14,0,6,0,spring,Clear,12.299999999999999,14.395,39,19.0,2.0,27.43,118
9391,2011-12-21,23,0,3,1,spring,Clear,20.5,24.240000000000002,88,13.0,1.67,28.14,54
9392,2012-05-14,4,0,1,1,summer,Cloudy,22.14,25.759999999999998,77,15.0,1.67,21.57,6
9393,2011-03-01,4,0,2,1,spring,Clear,9.02,10.605,69,17.0,2.67,2.14,1
9394,2011-06-25,1,0,6,0,fall,Clear,27.060000000000002,31.06,50,11.0,1.67,30.14,95
9395,2011-12-04,6,0,0,0,winter,Clear,9.84,14.395,93,0.0,3.0,2.43,4
9396,2012-12-26,8,0,3,1,spring,LightRain,8.200000000000001,9.09,86,22.0,2.67,24.71,31
9397,2012-05-23,19,0,3,1,summer,Cloudy,25.419999999999998,28.79,83,11.0,1.67,19.29,376
9398,2011-06-05,14,0,0,0,summer,Clear,28.7,32.574999999999996,57,11.0,2.0,27.0,385
9399,2011-01-15,5,0,6,0,spring,Clear,6.5600000000000005,11.365,59,0.0,3.0,17.29,1
9400,2012-11-20,5,0,2,1,winter,Cloudy,13.940000000000001,16.665,66,9.0,3.0,2.57,34
9401,2011-05-10,2,0,2,1,summer,Clear,18.04,21.97,57,9.0,1.67,7.29,5
9402,2011-10-22,15,0,6,0,winter,Clear,19.68,23.485,51,15.0,2.0,11.29,382
9403,2011-06-24,8,0,5,1,fall,Clear,28.7,33.335,74,15.0,3.0,26.43,466
9404,2012-11-17,12,0,6,0,winter,Clear,16.400000000000002,20.455000000000002,40,11.0,2.33,21.43,476
9405,2012-04-21,8,0,6,0,summer,Clear,21.32,25.0,81,17.0,2.67,23.71,201
9406,2012-02-19,11,0,0,0,spring,Cloudy,10.66,11.365,56,22.0,2.0,29.86,226
9407,2011-04-11,16,0,1,1,summer,Clear,30.34,33.335,48,35.0,1.67,3.29,235
9408,2011-10-10,9,1,1,0,winter,Clear,22.14,25.759999999999998,77,0.0,2.33,29.0,219
9409,2011-10-24,16,0,1,1,winter,Clear,22.14,25.759999999999998,64,13.0,2.67,20.29,310
9410,2011-06-28,19,0,2,1,fall,Cloudy,30.34,34.089999999999996,57,31.0,2.33,6.29,299
9411,2011-06-01,19,0,3,1,summer,Cloudy,30.34,35.605,79,11.0,2.33,12.29,264
9412,2012-02-12,1,0,0,0,spring,LightRain,3.2800000000000002,2.275,79,31.0,3.0,23.57,24
9413,2011-12-20,3,0,2,1,winter,Cloudy,13.940000000000001,18.18,61,0.0,2.33,16.43,2
9414,2011-06-29,1,0,3,1,fall,Clear,27.880000000000003,31.819999999999997,79,20.0,2.67,2.29,28
9415,2012-12-08,8,0,6,0,winter,Cloudy,15.58,19.695,94,6.0,1.67,3.57,111
9416,2012-05-10,6,0,4,1,summer,Clear,18.04,21.97,72,15.0,2.0,14.0,139
9417,2012-06-06,15,0,3,1,summer,Clear,26.240000000000002,31.06,38,0.0,1.67,0.57,300
9418,2012-11-23,19,0,5,1,winter,Cloudy,18.86,22.725,47,11.0,3.0,15.14,154
9419,2012-07-15,11,0,0,0,fall,Clear,33.62,38.635000000000005,52,11.0,2.33,4.29,451
9420,2012-11-26,0,0,1,1,winter,Clear,9.02,13.635,69,0.0,2.0,11.57,23
9421,2011-09-20,7,0,2,1,fall,Cloudy,22.14,25.759999999999998,88,11.0,2.67,25.0,329
9422,2011-03-13,20,0,0,0,spring,Clear,13.120000000000001,15.15,56,20.0,2.0,4.71,77
9423,2012-01-21,8,0,6,0,spring,Cloudy,6.5600000000000005,7.575,93,17.0,2.67,12.57,25
9424,2011-01-03,15,0,1,1,spring,Clear,10.66,12.120000000000001,30,17.0,2.33,28.71,72
9425,2011-02-24,19,0,4,1,spring,LightRain,13.940000000000001,15.15,93,20.0,2.0,24.43,115
9426,2011-09-02,11,0,5,1,fall,Cloudy,27.060000000000002,31.06,74,7.0,2.0,6.43,192
9427,2011-08-06,22,0,6,0,fall,Cloudy,28.7,33.335,84,22.0,2.67,19.71,120
9428,2011-04-12,13,0,2,1,summer,LightRain,22.14,25.759999999999998,68,19.0,3.0,27.0,106
9429,2012-09-24,5,0,1,1,winter,Clear,18.86,22.725,63,0.0,2.0,25.43,37
9430,2011-04-03,5,0,0,0,summer,Clear,11.48,13.635,65,15.0,2.0,6.86,5
9431,2011-03-08,21,0,2,1,spring,Clear,12.299999999999999,14.395,49,13.0,1.67,17.29,75
9432,2011-11-19,0,0,6,0,winter,Clear,10.66,12.879999999999999,56,13.0,2.33,2.57,53
9433,2011-01-07,16,0,5,1,spring,Cloudy,8.200000000000001,10.605,37,11.0,2.67,24.57,87
9434,2012-09-02,21,0,0,0,fall,Clear,28.7,32.574999999999996,70,11.0,1.67,3.29,171
9435,2011-01-22,2,0,6,0,spring,Cloudy,1.6400000000000001,1.5150000000000001,41,17.0,3.0,0.0,11
9436,2011-09-17,16,0,6,0,fall,Clear,22.14,25.759999999999998,68,17.0,1.67,11.29,305
9437,2012-06-16,9,0,6,0,summer,Clear,24.599999999999998,30.305,60,6.0,2.0,4.29,367
9438,2012-05-24,21,0,4,1,summer,LightRain,26.240000000000002,29.544999999999998,78,11.0,1.67,27.29,285
9439,2012-10-27,15,0,6,0,winter,Cloudy,22.96,26.515,60,19.0,3.0,28.0,711
9440,2011-03-19,3,0,6,0,spring,Cloudy,22.14,25.759999999999998,39,22.0,1.67,25.14,8
9441,2012-10-26,15,0,5,1,winter,Cloudy,25.419999999999998,30.305,61,7.0,3.0,2.14,448
9442,2012-10-13,8,0,6,0,winter,Clear,13.940000000000001,17.424999999999997,53,7.0,1.67,10.71,174
9443,2012-01-13,11,0,5,1,spring,Clear,9.84,9.09,38,41.0,2.67,9.71,114
9444,2011-11-23,2,0,3,1,winter,LightRain,20.5,24.240000000000002,94,24.0,2.33,23.43,6
9445,2011-07-26,3,0,2,1,fall,Clear,27.880000000000003,31.819999999999997,89,9.0,2.33,17.0,4
9446,2011-04-27,21,0,3,1,summer,Clear,25.419999999999998,28.03,88,19.0,1.67,23.0,145
9447,2012-04-10,10,0,2,1,summer,Clear,18.86,22.725,47,11.0,3.0,15.29,181
9448,2011-10-16,17,0,0,0,winter,Clear,23.779999999999998,27.275,49,31.0,2.33,7.71,405
9449,2012-07-04,6,1,3,0,fall,Clear,27.060000000000002,31.06,69,0.0,2.0,23.86,32
9450,2012-05-01,16,0,2,1,summer,Clear,30.34,33.335,45,13.0,2.67,3.43,354
9451,2011-09-10,2,0,6,0,fall,Cloudy,24.599999999999998,25.0,97,7.0,2.33,18.29,64
9452,2011-05-12,17,0,4,1,summer,Cloudy,26.240000000000002,31.06,56,13.0,2.0,12.43,594
9453,2011-06-05,3,0,0,0,summer,Cloudy,25.419999999999998,30.305,65,11.0,2.33,27.71,47
9454,2011-05-11,2,0,3,1,summer,Clear,21.32,25.0,59,0.0,2.0,24.43,10
9455,2011-05-08,15,0,0,0,summer,Clear,24.599999999999998,31.06,49,0.0,2.67,27.71,358
9456,2012-05-06,5,0,0,0,summer,LightRain,21.32,25.0,83,11.0,3.0,1.71,11
9457,2012-01-01,1,0,0,0,spring,Clear,14.76,17.424999999999997,66,9.0,3.0,17.71,93
9458,2012-09-28,17,0,5,1,winter,Cloudy,27.060000000000002,31.06,54,20.0,3.0,28.57,808
9459,2012-11-30,14,0,5,1,winter,Cloudy,16.400000000000002,20.455000000000002,40,7.0,3.0,24.86,251
9460,2011-07-01,13,0,5,1,fall,Clear,32.800000000000004,34.089999999999996,24,0.0,2.0,20.71,292
9461,2012-10-19,3,0,5,1,winter,Cloudy,22.96,26.515,83,0.0,2.33,23.71,5
9462,2011-12-04,16,0,0,0,winter,Clear,17.22,21.21,57,15.0,2.0,27.14,330
9463,2011-12-06,17,0,2,1,winter,Cloudy,18.86,22.725,100,15.0,2.0,10.29,262
9464,2012-11-03,21,0,6,0,winter,Clear,13.940000000000001,17.424999999999997,53,7.0,3.0,26.57,166
9465,2011-03-13,3,0,0,0,spring,Clear,13.940000000000001,16.665,76,9.0,1.67,17.14,23
9466,2012-06-25,16,0,1,1,fall,Clear,32.800000000000004,34.85,31,26.0,2.0,29.43,414
9467,2011-10-31,23,0,1,1,winter,Cloudy,14.76,17.424999999999997,76,13.0,2.33,4.71,52
9468,2011-08-21,1,0,0,0,fall,Clear,27.880000000000003,31.819999999999997,79,15.0,1.67,9.57,86
9469,2012-01-15,17,0,0,0,spring,Clear,9.02,10.605,25,17.0,2.67,16.43,146
9470,2012-04-24,1,0,2,1,summer,Cloudy,13.120000000000001,16.665,81,9.0,2.0,8.86,7
9471,2011-12-31,12,0,6,0,spring,Clear,21.32,25.0,39,20.0,3.0,22.86,273
9472,2011-02-27,13,0,0,0,spring,Clear,17.22,21.21,47,0.0,2.33,6.29,259
9473,2011-12-22,20,0,4,1,spring,LightRain,17.22,21.21,71,0.0,2.0,19.57,33
9474,2011-06-21,23,0,2,1,fall,Clear,28.7,33.335,74,7.0,2.33,12.71,64
9475,2011-04-23,5,0,6,0,summer,LightRain,13.940000000000001,18.18,100,0.0,3.0,8.0,7
9476,2012-06-22,21,0,5,1,fall,LightRain,27.880000000000003,31.819999999999997,65,19.0,2.0,5.86,217
9477,2011-04-22,3,0,5,1,summer,Clear,14.76,16.665,53,20.0,3.0,11.86,2
9478,2011-05-17,16,0,2,1,summer,Clear,25.419999999999998,30.305,61,22.0,2.67,5.86,290
9479,2011-07-25,5,0,1,1,fall,Clear,29.52,35.605,84,6.0,1.67,29.86,24
9480,2012-11-07,23,0,3,1,winter,LightRain,11.48,13.635,65,15.0,2.0,24.29,40
9481,2011-04-02,15,0,6,0,summer,LightRain,13.940000000000001,15.15,76,26.0,2.33,3.71,136
9482,2012-10-13,18,0,6,0,winter,Clear,18.86,22.725,44,9.0,2.67,30.29,473
9483,2012-06-25,21,0,1,1,fall,Clear,27.880000000000003,31.06,30,22.0,2.0,1.14,331
9484,2012-12-20,19,0,4,1,winter,LightRain,13.940000000000001,15.909999999999998,71,17.0,2.0,25.14,118
9485,2011-10-27,18,0,4,1,winter,Cloudy,19.68,23.485,67,31.0,2.0,17.86,240
9486,2012-07-08,21,0,0,0,fall,Clear,31.16,36.364999999999995,70,9.0,2.33,5.57,207
9487,2011-02-26,11,0,6,0,spring,Clear,12.299999999999999,16.665,45,0.0,2.67,5.29,126
9488,2012-07-10,2,0,2,1,fall,Clear,28.7,33.335,74,9.0,3.0,2.71,16
9489,2011-02-05,23,0,6,0,spring,Clear,10.66,12.879999999999999,93,15.0,1.67,6.57,59
9490,2012-09-05,9,0,3,1,fall,Clear,30.34,34.85,70,17.0,3.0,7.86,290
9491,2012-04-24,11,0,2,1,summer,Clear,18.86,22.725,31,26.0,1.67,6.71,184
9492,2011-07-14,4,0,4,1,fall,Clear,25.419999999999998,31.06,53,17.0,2.33,12.29,6
9493,2012-12-20,15,0,4,1,winter,Cloudy,13.940000000000001,16.665,56,13.0,3.0,27.57,249
9494,2012-10-07,3,0,0,0,winter,Cloudy,18.04,21.97,62,9.0,2.67,10.14,22
9495,2011-07-25,15,0,1,1,fall,Clear,28.7,33.335,84,26.0,2.0,25.29,112
9496,2012-03-02,10,0,5,1,spring,Clear,14.76,17.424999999999997,50,11.0,3.0,25.29,132
9497,2012-01-03,13,0,2,1,spring,Clear,7.38,6.0600000000000005,34,44.0,1.67,18.43,73
9498,2012-08-05,16,0,0,0,fall,Clear,33.62,37.88,46,17.0,3.0,16.43,421
9499,2012-01-20,8,0,5,1,spring,Clear,9.02,10.605,64,17.0,2.67,18.71,425
9500,2011-05-28,18,0,6,0,summer,Clear,29.52,34.089999999999996,62,17.0,1.67,26.57,385
9501,2011-04-06,11,0,3,1,summer,Clear,17.22,21.21,38,26.0,1.67,20.0,93
9502,2012-11-05,17,0,1,1,winter,Clear,13.940000000000001,15.909999999999998,46,15.0,2.0,0.43,638
9503,2011-07-08,7,0,5,1,fall,Cloudy,28.7,33.335,79,13.0,2.33,26.43,332
9504,2011-09-18,20,0,0,0,fall,Cloudy,22.14,25.759999999999998,68,6.0,2.67,1.0,180
9505,2012-08-23,14,0,4,1,fall,Clear,31.98,34.85,46,15.0,3.0,15.43,305
9506,2011-02-06,17,0,0,0,spring,Clear,13.940000000000001,18.18,46,0.0,2.0,0.86,121
9507,2012-09-25,3,0,2,1,winter,Clear,17.22,21.21,71,6.0,1.67,16.57,5
9508,2011-12-19,20,0,1,1,winter,Clear,16.400000000000002,20.455000000000002,40,11.0,1.67,7.14,206
9509,2012-05-27,12,0,0,0,summer,Clear,30.34,34.85,66,17.0,2.67,25.14,570
9510,2012-09-28,10,0,5,1,winter,Cloudy,26.240000000000002,29.544999999999998,78,9.0,2.0,23.86,245
9511,2012-02-05,21,0,0,0,spring,Clear,11.48,14.395,56,7.0,2.0,7.14,66
9512,2012-12-15,4,0,6,0,winter,Cloudy,9.84,12.879999999999999,87,7.0,2.67,14.86,6
9513,2012-11-26,14,0,1,1,winter,Clear,17.22,21.21,35,0.0,3.0,27.29,228
9514,2012-07-24,20,0,2,1,fall,Clear,30.34,34.85,66,11.0,1.67,28.0,523
9515,2011-05-12,4,0,4,1,summer,Clear,17.22,21.21,94,0.0,1.67,4.71,6
9516,2011-11-02,9,0,3,1,winter,Clear,13.940000000000001,18.18,87,0.0,1.67,20.57,228
9517,2011-10-12,16,0,3,1,winter,Cloudy,22.96,26.515,88,15.0,1.67,10.43,55
9518,2011-05-22,10,0,0,0,summer,Clear,26.240000000000002,30.305,65,9.0,3.0,25.0,305
9519,2011-12-26,17,1,1,0,spring,Clear,13.940000000000001,15.909999999999998,46,15.0,2.67,3.86,97
9520,2012-11-20,6,0,2,1,winter,Cloudy,13.940000000000001,16.665,71,11.0,2.67,27.0,148
9521,2012-03-26,5,0,1,1,summer,Clear,18.04,21.97,77,11.0,2.33,21.43,36
9522,2012-08-23,20,0,4,1,fall,Clear,28.7,32.574999999999996,61,7.0,2.33,7.43,474
9523,2012-04-08,10,0,0,0,summer,Clear,20.5,24.240000000000002,25,15.0,2.33,15.71,299
9524,2012-06-14,5,0,4,1,summer,Cloudy,24.599999999999998,31.06,56,17.0,1.67,16.71,40
9525,2012-04-19,20,0,4,1,summer,Clear,22.96,26.515,49,15.0,2.33,3.86,404
9526,2012-12-25,5,1,2,0,spring,Cloudy,9.02,11.365,93,9.0,2.67,27.57,3
9527,2011-11-20,2,0,0,0,winter,Clear,16.400000000000002,20.455000000000002,62,19.0,2.67,11.43,56
9528,2012-11-22,16,1,4,0,winter,Clear,18.86,22.725,33,0.0,3.0,7.71,182
9529,2012-08-29,3,0,3,1,fall,Clear,25.419999999999998,29.544999999999998,73,7.0,3.0,10.14,9
9530,2012-03-01,15,0,4,1,spring,Clear,24.599999999999998,31.06,31,17.0,2.67,7.86,223
9531,2011-03-07,1,0,1,1,spring,LightRain,8.200000000000001,9.09,100,22.0,3.0,9.0,2
9532,2011-07-26,23,0,2,1,fall,Clear,31.16,35.605,57,7.0,3.0,29.0,89
9533,2012-07-04,12,1,3,0,fall,Clear,35.26,39.395,41,15.0,2.0,10.29,494
9534,2012-11-04,11,0,0,0,winter,Clear,15.58,19.695,46,15.0,1.67,11.43,445
9535,2011-12-06,14,0,2,1,winter,LightRain,19.68,23.485,100,15.0,2.67,4.57,75
9536,2012-06-03,11,0,0,0,summer,Clear,26.240000000000002,31.06,41,17.0,1.67,24.43,511
9537,2011-09-04,0,0,0,0,fall,Clear,27.060000000000002,29.544999999999998,89,13.0,1.67,29.57,109
9538,2012-04-28,18,0,6,0,summer,LightRain,16.400000000000002,20.455000000000002,47,0.0,2.0,22.71,90
9539,2011-08-10,22,0,3,1,fall,Clear,30.34,32.574999999999996,37,0.0,1.67,25.57,139
9540,2011-10-09,11,0,0,0,winter,Clear,25.419999999999998,31.06,53,6.0,1.67,13.29,423
9541,2012-10-14,11,0,0,0,winter,Clear,22.96,26.515,52,20.0,1.67,9.14,494
9542,2011-08-21,16,0,0,0,fall,Clear,29.52,34.85,79,11.0,1.67,16.71,258
9543,2011-02-04,11,0,5,1,spring,Clear,9.02,11.365,51,11.0,1.67,13.29,64
9544,2011-11-06,6,0,0,0,winter,Clear,10.66,14.395,81,6.0,3.0,17.43,16
9545,2012-12-29,20,0,6,0,spring,Cloudy,12.299999999999999,12.120000000000001,56,37.0,2.67,25.86,66
9546,2011-04-28,3,0,4,1,summer,Cloudy,26.240000000000002,29.544999999999998,78,26.0,3.0,27.43,3
9547,2011-04-01,12,0,5,1,summer,Clear,13.940000000000001,15.15,53,24.0,2.33,1.57,95
9548,2011-02-12,6,0,6,0,spring,Clear,4.92,6.819999999999999,93,13.0,2.0,23.86,2
9549,2011-04-18,8,0,1,1,summer,Clear,18.86,22.725,63,0.0,2.67,14.43,297
9550,2012-01-23,11,0,1,1,spring,Cloudy,8.200000000000001,11.365,93,6.0,3.0,25.57,62
9551,2011-03-19,0,0,6,0,spring,Cloudy,24.599999999999998,31.06,53,17.0,2.0,23.71,76
9552,2012-02-26,1,0,0,0,spring,Clear,9.84,10.605,44,22.0,3.0,29.29,55
9553,2012-02-23,5,0,4,1,spring,Clear,16.400000000000002,20.455000000000002,76,15.0,2.0,1.29,32
9554,2011-06-30,17,0,4,1,fall,Clear,31.98,34.089999999999996,27,24.0,2.67,7.86,594
9555,2012-07-17,8,0,2,1,fall,Cloudy,32.800000000000004,37.88,55,0.0,2.0,26.14,661
9556,2011-07-29,22,0,5,1,fall,Clear,32.800000000000004,37.12,49,15.0,2.33,8.86,174
9557,2011-08-25,18,0,4,1,fall,Cloudy,29.52,35.605,84,9.0,2.33,18.0,408
9558,2012-11-14,11,0,3,1,winter,Clear,13.120000000000001,15.15,49,17.0,2.33,15.43,151
9559,2012-03-14,6,0,3,1,spring,Clear,18.04,21.97,82,6.0,3.0,8.71,121
9560,2011-07-22,3,0,5,1,fall,Clear,31.98,39.395,75,7.0,1.67,10.14,7
9561,2011-07-06,10,0,3,1,fall,LightRain,28.7,33.335,79,6.0,2.0,9.14,43
9562,2012-07-20,13,0,5,1,fall,LightRain,27.880000000000003,31.819999999999997,83,7.0,3.0,13.57,156
9563,2012-06-30,18,0,6,0,fall,Clear,36.08,39.395,35,0.0,2.0,29.57,339
9564,2011-08-13,17,0,6,0,fall,Cloudy,29.52,34.85,74,17.0,2.0,22.0,269
9565,2011-03-28,19,0,1,1,summer,Clear,12.299999999999999,15.15,22,9.0,2.33,4.43,173
9566,2012-06-02,5,0,6,0,summer,Clear,20.5,24.240000000000002,72,13.0,3.0,2.86,12
9567,2012-06-28,20,0,4,1,fall,Clear,33.62,36.364999999999995,34,13.0,2.0,24.71,470
9568,2012-07-21,7,0,6,0,fall,Cloudy,23.779999999999998,27.275,88,17.0,2.0,2.14,37
9569,2011-07-31,1,0,0,0,fall,Clear,30.34,34.089999999999996,62,6.0,1.67,30.14,79
9570,2012-12-22,15,0,6,0,spring,Clear,13.120000000000001,13.635,33,39.0,3.0,27.86,153
9571,2012-07-10,7,0,2,1,fall,Cloudy,28.7,33.335,74,7.0,2.0,1.71,520
9572,2011-10-15,5,0,6,0,winter,Clear,17.22,21.21,71,11.0,2.67,3.29,7
9573,2011-06-03,22,0,5,1,summer,Clear,25.419999999999998,31.06,35,0.0,2.33,6.0,171
9574,2012-12-31,4,0,1,1,spring,Clear,5.74,8.334999999999999,69,7.0,2.67,28.86,3
9575,2011-12-07,22,0,3,1,winter,LightRain,9.84,9.85,93,30.0,2.0,27.43,13
9576,2011-12-29,4,0,4,1,spring,Clear,8.200000000000001,10.605,55,11.0,2.67,3.0,3
9577,2011-12-03,21,0,6,0,winter,Cloudy,12.299999999999999,15.909999999999998,61,6.0,1.67,4.43,109
9578,2012-03-10,20,0,6,0,spring,Clear,13.120000000000001,16.665,33,9.0,1.67,16.71,121
9579,2011-03-13,6,0,0,0,spring,Clear,13.940000000000001,18.18,66,0.0,2.0,14.14,2
9580,2011-12-03,18,0,6,0,winter,Clear,13.940000000000001,16.665,53,9.0,2.67,12.43,224
9581,2012-07-10,5,0,2,1,fall,Clear,27.060000000000002,30.305,83,9.0,2.33,23.71,42
9582,2011-06-29,10,0,3,1,fall,Clear,30.34,33.335,42,19.0,2.67,12.86,126
9583,2011-10-01,14,0,6,0,winter,Cloudy,17.22,21.21,71,24.0,3.0,25.0,180
9584,2012-02-06,19,0,1,1,spring,Clear,14.76,16.665,43,17.0,2.0,21.57,291
9585,2012-05-07,11,0,1,1,summer,Cloudy,22.14,25.759999999999998,73,13.0,2.33,27.43,213
9586,2011-04-27,18,0,3,1,summer,LightRain,27.060000000000002,30.305,83,26.0,2.0,27.86,412
9587,2011-10-04,0,0,2,1,winter,Cloudy,16.400000000000002,20.455000000000002,87,6.0,2.0,20.86,27
9588,2011-07-18,4,0,1,1,fall,Clear,26.240000000000002,29.544999999999998,78,11.0,2.0,21.14,4
9589,2011-03-23,0,0,3,1,summer,LightRain,14.76,17.424999999999997,71,15.0,2.67,23.0,11
9590,2011-05-12,22,0,4,1,summer,Clear,22.14,25.759999999999998,83,13.0,2.67,5.57,172
9591,2012-09-12,0,0,3,1,fall,Clear,21.32,25.0,72,7.0,2.33,1.86,49
9592,2011-03-14,2,0,1,1,spring,Clear,10.66,14.395,65,6.0,1.67,8.86,1
9593,2011-05-27,7,0,5,1,summer,Clear,26.240000000000002,30.305,73,11.0,2.67,27.86,249
9594,2011-05-29,18,0,0,0,summer,Clear,29.52,34.85,74,19.0,2.0,9.29,328
9595,2012-04-10,17,0,2,1,summer,Clear,22.96,26.515,21,35.0,2.33,3.86,744
9596,2011-03-20,9,0,0,0,spring,Clear,12.299999999999999,15.15,52,9.0,3.0,6.71,78
9597,2012-07-30,19,0,1,1,fall,Clear,33.62,38.635000000000005,52,11.0,2.33,28.71,665
9598,2012-09-26,23,0,3,1,winter,Cloudy,24.599999999999998,28.79,78,17.0,2.0,28.43,115
9599,2011-06-12,3,0,0,0,summer,Clear,26.240000000000002,28.79,89,19.0,1.67,21.14,28
9600,2011-05-25,6,0,3,1,summer,Clear,22.96,26.515,94,6.0,2.67,11.0,117
9601,2012-05-01,20,0,2,1,summer,Clear,27.060000000000002,31.06,61,11.0,2.0,4.29,335
9602,2011-11-01,11,0,2,1,winter,Clear,18.86,22.725,63,7.0,2.67,27.43,117
9603,2012-05-05,6,0,6,0,summer,Cloudy,22.14,25.759999999999998,94,0.0,2.0,27.71,42
9604,2012-01-07,7,0,6,0,spring,Clear,9.02,11.365,87,13.0,1.67,15.86,20
9605,2011-01-06,12,0,4,1,spring,Clear,10.66,14.395,35,0.0,2.0,4.14,84
9606,2011-09-10,20,0,6,0,fall,Clear,27.060000000000002,31.06,69,7.0,3.0,22.57,245
9607,2012-07-27,8,0,5,1,fall,Clear,31.16,36.364999999999995,66,6.0,3.0,21.43,676
9608,2012-10-06,12,0,6,0,winter,Clear,28.7,32.574999999999996,54,7.0,2.0,24.57,743
9609,2011-07-09,9,0,6,0,fall,Clear,30.34,34.089999999999996,57,19.0,2.0,25.43,247
9610,2011-10-30,10,0,0,0,winter,Clear,13.120000000000001,16.665,61,6.0,2.0,24.43,178
9611,2011-02-06,22,0,0,0,spring,Clear,10.66,15.15,60,0.0,2.0,9.0,62
9612,2012-12-19,9,0,3,1,winter,Clear,11.48,14.395,75,7.0,2.67,12.57,317
9613,2012-04-28,6,0,6,0,summer,Clear,13.940000000000001,16.665,49,13.0,1.67,27.14,28
9614,2011-11-25,22,0,5,1,winter,Clear,13.940000000000001,17.424999999999997,71,6.0,2.33,6.86,58
9615,2012-03-13,15,0,2,1,spring,Clear,28.7,31.819999999999997,39,15.0,3.0,12.29,264
9616,2012-12-17,9,0,1,1,winter,Cloudy,16.400000000000002,20.455000000000002,87,0.0,3.0,15.29,282
9617,2011-04-16,17,0,6,0,summer,LightRain,20.5,24.240000000000002,88,39.0,2.67,0.71,15
9618,2012-03-20,8,0,2,1,spring,Cloudy,21.32,25.0,88,7.0,2.33,12.86,516
9619,2011-02-06,9,0,0,0,spring,Clear,11.48,14.395,56,7.0,1.67,9.71,45
9620,2012-06-30,20,0,6,0,fall,Clear,33.62,38.635000000000005,52,11.0,2.67,9.71,292
9621,2012-04-25,2,0,3,1,summer,Clear,14.76,18.94,62,0.0,1.67,21.29,7
9622,2012-11-29,13,0,4,1,winter,Clear,15.58,19.695,32,9.0,2.67,11.29,224
9623,2012-12-24,15,0,1,1,spring,LightRain,9.84,11.365,87,15.0,1.67,18.29,33
9624,2012-08-17,22,0,5,1,fall,LightRain,27.060000000000002,12.120000000000001,83,13.0,2.33,0.29,213
9625,2012-06-01,15,0,5,1,summer,LightRain,29.52,34.089999999999996,66,19.0,2.0,17.29,258
9626,2011-09-03,6,0,6,0,fall,Clear,25.419999999999998,29.544999999999998,73,11.0,2.0,2.86,23
9627,2011-04-03,1,0,0,0,summer,Clear,12.299999999999999,15.909999999999998,61,7.0,2.33,12.71,34
9628,2011-02-05,12,0,6,0,spring,LightRain,9.02,11.365,100,11.0,2.0,5.57,52
9629,2012-03-03,21,0,6,0,spring,Clear,18.86,22.725,19,22.0,1.67,14.29,154
9630,2011-10-20,1,0,4,1,winter,Clear,22.96,26.515,88,24.0,2.0,21.14,15
9631,2011-04-26,8,0,2,1,summer,Clear,23.779999999999998,27.275,83,20.0,1.67,2.57,449
9632,2012-11-24,8,0,6,0,winter,Cloudy,10.66,10.605,44,31.0,2.0,12.0,62
9633,2012-10-24,7,0,3,1,winter,Clear,20.5,24.240000000000002,88,6.0,2.0,0.14,526
9634,2011-06-10,10,0,5,1,summer,Clear,31.98,35.605,52,0.0,1.67,15.57,111
9635,2011-05-05,9,0,4,1,summer,Clear,18.86,22.725,44,19.0,2.67,30.0,184
9636,2012-08-27,11,0,1,1,fall,Clear,30.34,34.85,66,13.0,2.0,12.29,229
9637,2011-05-19,10,0,4,1,summer,Cloudy,22.14,25.759999999999998,83,0.0,3.0,19.57,130
9638,2011-11-29,7,0,2,1,winter,Clear,21.32,25.0,77,15.0,2.0,15.0,342
9639,2011-09-27,13,0,2,1,winter,Cloudy,28.7,33.335,74,15.0,2.0,17.29,151
9640,2012-12-04,6,0,2,1,winter,Cloudy,14.76,18.94,93,0.0,1.67,9.57,153
9641,2012-07-18,18,0,3,1,fall,Cloudy,31.16,35.605,62,9.0,2.67,13.57,643
9642,2012-04-12,21,0,4,1,summer,Clear,17.22,21.21,35,9.0,2.67,21.71,187
9643,2012-08-09,7,0,4,1,fall,Cloudy,28.7,33.335,84,11.0,2.33,17.0,475
9644,2011-07-16,2,0,6,0,fall,Clear,24.599999999999998,29.544999999999998,73,9.0,2.67,22.0,58
9645,2011-04-08,8,0,5,1,summer,LightRain,13.940000000000001,16.665,87,11.0,2.67,1.0,221
9646,2011-08-16,19,0,2,1,fall,Clear,30.34,33.335,48,13.0,1.67,7.57,376
9647,2011-04-12,6,0,2,1,summer,Cloudy,22.14,25.759999999999998,68,19.0,2.67,6.0,58
9648,2012-04-19,9,0,4,1,summer,Cloudy,18.86,22.725,72,0.0,1.67,26.86,301
